expression,reading,meaning,tags,part_of_speech
天然,てんねん,nature; spontaneity,JLPT_2,noun
問い,とい,question; query,JLPT_2,noun
党,とう,party (political),JLPT_2,noun
塔,とう,tower; pagoda,JLPT_2,noun
答案,とうあん,examination paper; examination script,JLPT_2,noun
同一,どういつ,identity; sameness; similarity,JLPT_2,noun
銅貨,どうか,copper coin,JLPT_2,noun
当時,とうじ,at that time; in those days (same as そのころ),JLPT_3,noun
動詞,どうし,verb,JLPT_2,noun
同時,どうじ,simultaneous(ly); same time,JLPT_2,noun
どうしても,どうしても,at any cost; no matter what; no matter how hard one tries,JLPT_3,adverb
どうぞよろしく,どうぞよろしく,pleased to meet you,JLPT_2,adverb
到着,とうちゃく,arrival,JLPT_2,noun
道徳,どうとく,morals,JLPT_2,noun
投票,とうひょう,voting; poll,JLPT_2,noun
東洋,とうよう,Orient,JLPT_2,noun
同様,どうよう,identical; same (kind); like,JLPT_2,adjective
童謡,どうよう,children's song; nursery rhyme,JLPT_2,noun
同僚,どうりょう,colleague; co-worker,JLPT_3,noun
道路,どうろ,road,JLPT_2,noun
通す,とおす,to let pass; to overlook; to continue,JLPT_2,verb
通り過ぎる,とおりすぎる,to pass; to pass through,JLPT_2,verb
都会,とかい,city,JLPT_2,noun
溶く,とく,to dissolve (paint),JLPT_2,verb
解く,とく,to unfasten; answer; solve,JLPT_2,verb
退く,どく,to retreat; to recede; to withdraw,JLPT_2,verb
毒,どく,poison; toxicant,JLPT_2,noun
得意,とくい,pride; triumph; prosperity,JLPT_2,adjective
読書,どくしょ,reading,JLPT_2,noun
独身,どくしん,single; unmarried,JLPT_3,noun
特徴,とくちょう,characteristic(s); feature(s); trait(s),JLPT_3,noun
特長,とくちょう,forte; merit,JLPT_2,noun
独特,どくとく,peculiarity; uniqueness; characteristic,JLPT_2,adjective
独立,どくりつ,independence (e.g.; Ind. Day); self-support,JLPT_2,noun
溶ける,とける,to melt; to thaw; to dissolve,JLPT_2,verb
解ける,とける,to come untied; to come apart,JLPT_2,verb
どこか,どこか,somewhere; anywhere,JLPT_2,noun
ところが,ところが,however; while; even if,JLPT_2,other
ところで,ところで,by the way; even if,JLPT_3,other
登山,とざん,mountain-climbing,JLPT_2,noun
都市,とし,town; city; urban,JLPT_2,noun
年月,としつき,months and years,JLPT_2,noun
図書,としょ,books,JLPT_2,noun
年寄,としより,old people; the aged,JLPT_2,noun
閉じる,とじる,to close (e.g.; book; eyes); to shut,JLPT_2,verb
途端,とたん,just (now; at the moment; etc.),JLPT_2,noun
土地,とち,plot of land; lot; soil,JLPT_2,noun
突然,とつぜん,abruptly; suddenly; unexpectedly,JLPT_2,adverb
トップ,トップ,top,JLPT_2,noun
届く,とどく,to reach,JLPT_2,verb
とにかく,とにかく,anyhow; at any rate; anyway,JLPT_3,adverb
飛ばす,とばす,to skip over; to omit,JLPT_2,verb
飛び出す,とびだす,to jump out; to rush out; to fly out,JLPT_2,verb
留める,とめる,to fasten; to turn off; to detain,JLPT_2,verb
泊める,とめる,to have someone stay (over night) (v.t.),JLPT_3,verb
友,とも,friend; companion; pal,JLPT_2,noun
共に,ともに,sharing with; participate in,JLPT_2,adverb
虎,とら,tiger,JLPT_2,noun
ドライブ,ドライブ,drive; driving,JLPT_3,noun
トラック,トラック,truck; (running) track,JLPT_2,noun
ドラマ,ドラマ,drama,JLPT_2,noun
トランプ,トランプ,playing cards (lit: trump),JLPT_2,noun
取り上げる,とりあげる,to take up; to pick up; to confiscate,JLPT_2,verb
努力,どりょく,great effort; exertion; endeavor,JLPT_3,noun
トレーニング,トレーニング,training,JLPT_2,noun
ドレス,ドレス,dress,JLPT_2,noun
取れる,とれる,to come off; to be taken off,JLPT_2,verb
泥,どろ,mud,JLPT_2,noun
トン,トン,ton (1000 lbs.),JLPT_2,noun
とんでもない,とんでもない,outrageous; No way!,JLPT_2,noun
どんなに,どんなに,how; how much,JLPT_2,adverb
トンネル,トンネル,tunnel,JLPT_2,noun
名,な,name; reputation,JLPT_2,noun
内容,ないよう,subject; contents; detail,JLPT_2,noun
なお,なお,still; yet,JLPT_2,other
仲,なか,relation; relationship,JLPT_2,noun
流す,ながす,to drain; to float; to shed (e.g.; blood; tears),JLPT_2,verb
半ば,なかば,middle; halfway,JLPT_2,noun
仲間,なかま,company; fellow; colleague; associate,JLPT_2,noun
中身,なかみ,content(s); substance,JLPT_3,noun
中味,なかみ,contents; interior; filling,JLPT_2,noun
眺め,ながめ,scene; view; prospect; outlook,JLPT_3,noun
眺める,ながめる,to view; to gaze at,JLPT_2,verb
流れ,ながれ,stream; current,JLPT_2,noun
流れる,ながれる,to flow; to be washed away,JLPT_2,verb
亡くす,なくす,to lose someone,JLPT_2,verb
殴る,なぐる,to strike; to hit; to punch,JLPT_3,verb
無し,なし,without,JLPT_2,adjective
なぜなら,なぜなら,because,JLPT_2,other
謎,なぞ,riddle; puzzle; enigma,JLPT_2,noun
納得,なっとく,consent; assent; understanding,JLPT_2,noun
何か,なにか,something,JLPT_3,noun
なにも,なにも,nothing,JLPT_2,noun
鍋,なべ,saucepan; pot,JLPT_2,noun
生,なま,raw; unprocessed,JLPT_2,adjective
怠ける,なまける,to be idle; to neglect,JLPT_2,verb
波,なみ,wave,JLPT_2,noun
涙,なみだ,tear,JLPT_2,noun
悩む,なやむ,to agonize; to be troubled,JLPT_3,verb
鳴らす,ならす,to ring; to sound,JLPT_2,verb
為る,なる,to change; to be of use; to reach to,JLPT_2,verb
生る,なる,to bear fruit,JLPT_2,verb
馴れる,なれる,to become domesticated; to become tame,JLPT_2,verb
縄,なわ,rope,JLPT_2,noun
何で,なんで,Why; What for,JLPT_2,adverb
何でも,なんでも,by all means; everything,JLPT_2,noun
何とか,なんとか,somehow; anyhow; one way or another,JLPT_2,adverb
似合う,にあう,to suit (a person); to match (clothing); (something) becomes (someone),JLPT_3,verb
煮える,にえる,to boil; to cook; to be cooked,JLPT_2,verb
苦手,にがて,poor (at); weak (in); dislike (of),JLPT_2,adjective
握る,にぎる,to grasp; to seize; to mold sushi,JLPT_2,verb
日,にち,day,JLPT_2,noun
日常,にちじょう,ordinary; regular; everyday,JLPT_2,noun
日光,にっこう,sunlight,JLPT_2,noun
日中,にっちゅう,daytime; broad daylight,JLPT_2,noun
にっこり,にっこり,smile sweetly; smile; grin,JLPT_2,adverb
日本,にっぽん,Japan,JLPT_2,noun
日本,にほん,Japan,JLPT_3,noun
入場,にゅうじょう,entrance; admission; entering,JLPT_2,noun
煮る,にる,to boil; to cook,JLPT_2,verb
人気,にんき,popularity,JLPT_2,noun
人間,にんげん,human being; person,JLPT_3,noun
抜く,ぬく,to extract; to omit; to unplug,JLPT_2,verb
抜ける,ぬける,to come out; to fall out; to be omitted,JLPT_2,verb
布,ぬの,cloth,JLPT_2,noun
濡らす,ぬらす,to wet; to soak,JLPT_2,verb
根,ね,root,JLPT_2,noun
値,ね,value; price; cost,JLPT_2,noun
願い,ねがい,desire; wish; request,JLPT_2,verb
願う,ねがう,to desire; to wish; to request,JLPT_2,verb
鼠,ねずみ,mouse; rat,JLPT_2,noun
熱帯,ねったい,tropics,JLPT_2,noun
熱中,ねっちゅう,enthusiasm; zeal; mania,JLPT_2,noun
年間,ねんかん,year,JLPT_2,noun
年月,ねんげつ,months and years,JLPT_2,noun
年中,ねんじゅう,whole year; always; everyday,JLPT_2,noun
年代,ねんだい,age; era; period,JLPT_2,noun
年齢,ねんれい,age; years,JLPT_2,noun
野,の,field,JLPT_2,noun
能,のう,being skilled in; nicely; properly,JLPT_2,noun
農家,のうか,farmer; farm family,JLPT_2,noun
農業,のうぎょう,agriculture,JLPT_3,noun
農民,のうみん,farmers; peasants,JLPT_2,noun
能力,のうりょく,ability; faculty,JLPT_2,noun
ノー,ノー,no,JLPT_2,other
軒,のき,eaves,JLPT_2,noun
残す,のこす,to leave (behind; over); to save; to reserve,JLPT_2,verb
残り,のこり,remaining; left-over,JLPT_2,noun
乗せる,のせる,to place on (something); to take on board,JLPT_2,verb
載せる,のせる,to place on (something); to publish,JLPT_2,verb
覗く,のぞく,to peek in; to look in,JLPT_2,verb
除く,のぞく,to remove; to exclude; to except,JLPT_2,verb
望み,のぞみ,wish; desire; (a) hope,JLPT_2,noun
望む,のぞむ,to desire; to wish for; to view,JLPT_2,verb
後,のち,afterwards; since then,JLPT_2,noun
ノック,ノック,knock; fungo (baseball),JLPT_2,noun
伸ばす,のばす,to extend; to stretch; to reach out,JLPT_2,verb
延ばす,のばす,to extend; to stretch; to reach out,JLPT_2,verb
伸びる,のびる,to extend; to make progress; to grow,JLPT_2,verb
延びる,のびる,to be prolonged,JLPT_2,verb
述べる,のべる,to state; to express; to mention,JLPT_3,verb
上る,のぼる,to ascend; to go up; to climb,JLPT_2,verb
昇る,のぼる,to arise; to ascend; to go up,JLPT_2,verb
載る,のる,to appear (in print); to be recorded,JLPT_2,verb
のんびり,のんびり,carefree; at leisure,JLPT_3,adverb
場,ば,place; field (physics),JLPT_2,noun
はあ (かん),はあ (かん),(sigh),JLPT_2,noun
パーセント,パーセント,percent,JLPT_2,noun
灰,はい,ash,JLPT_2,noun
梅雨,ばいう,rainy season,JLPT_2,noun
バイオリン,バイオリン,violin,JLPT_3,noun
ハイキング,ハイキング,hiking,JLPT_2,noun
配達,はいたつ,delivery; distribution,JLPT_2,noun
パイプ,パイプ,pipe; channels official or otherwise,JLPT_2,noun
俳優,はいゆう,actor; actress; performer,JLPT_3,noun
パイロット,パイロット,pilot,JLPT_2,noun
生える,はえる,to grow; to spring up; to cut (teeth),JLPT_2,verb
墓,はか,grave; tomb,JLPT_2,noun
馬鹿,ばか,fool; idiot,JLPT_2,adjective
博士,はかせ,doctorate; PhD.; doctor,JLPT_2,noun
計る,はかる,to measure; to weigh; to survey,JLPT_2,verb
量る,はかる,to measure; to weigh; to survey,JLPT_2,verb
測る,はかる,to measure; to weigh; to survey,JLPT_2,verb
掃く,はく,to sweep; to brush; to gather up,JLPT_2,verb
吐く,はく,to throw up; to vomit,JLPT_3,verb
拍手,はくしゅ,clapping hands; applause,JLPT_2,noun
莫大,ばくだい,enormous; vast,JLPT_2,noun
爆発,ばくはつ,explosion; detonation; eruption,JLPT_2,noun
博物館,はくぶつかん,museum,JLPT_2,noun
激しい,はげしい,violent; vehement; intense,JLPT_2,adjective
はさみ,はさみ,scissors,JLPT_2,noun
破産,はさん,(personal) bankruptcy,JLPT_2,noun
端,はし,end (e.g.; of street); edge; margin,JLPT_2,noun
始まり,はじまり,origin; beginning,JLPT_2,noun
パス,パス,path; pass (in games),JLPT_3,noun
外す,はずす,to unfasten; to remove,JLPT_2,verb
パスポート,パスポート,passport,JLPT_2,noun
外れる,はずれる,to be disconnected; to be out (e.g.; of gear),JLPT_2,verb
旗,はた,flag,JLPT_2,noun
肌,はだ,skin,JLPT_2,noun
裸,はだか,naked; nude,JLPT_2,noun
畑,はたけ,field; patch,JLPT_2,noun
働き,はたらき,work; labor,JLPT_2,noun
バッグ,バッグ,bag,JLPT_2,noun
発見,はっけん,discovery; detection; finding,JLPT_2,noun
発行,はっこう,issue (publications),JLPT_2,noun
発車,はっしゃ,departure of a vehicle,JLPT_2,noun
発射,はっしゃ,firing; shooting; discharge,JLPT_2,noun
罰する,ばっする,to punish; to penalize,JLPT_2,verb
発達,はったつ,development; growth,JLPT_2,noun
ばったり,ばったり,(to meet) by chance,JLPT_3,adverb
発展,はってん,development; growth; progress,JLPT_2,noun
発表,はっぴょう,announcement; publication; presentation,JLPT_3,noun
発明,はつめい,invention,JLPT_2,noun
派手,はで,showy; flashy; gaudy,JLPT_2,adjective
話し合う,はなしあう,to discuss; to talk together,JLPT_2,verb
離す,はなす,to part; to separate,JLPT_2,verb
放す,はなす,to separate; to set free,JLPT_2,verb
離れる,はなれる,(something; someone) separates; parts from; to be apart,JLPT_3,verb
放れる,はなれる,to leave; to get free; to cut oneself off,JLPT_2,verb
羽,はね,wing,JLPT_2,noun
羽根,はね,feather,JLPT_2,noun
幅,はば,width; breadth,JLPT_2,noun
母親,ははおや,mother,JLPT_2,noun
省く,はぶく,to omit; to eliminate,JLPT_2,verb
場面,ばめん,scene; setting (e.g.; of novel),JLPT_2,noun
流行る,はやる,to be popular; to come into fashion,JLPT_2,verb
腹,はら,abdomen; belly; stomach,JLPT_2,noun
原,はら,field; plain,JLPT_2,noun
バランス,バランス,balance,JLPT_2,noun
針,はり,needle; hand (e.g.; clock),JLPT_2,noun
範囲,はんい,extent; scope; range,JLPT_2,noun
反抗,はんこう,opposition; resistance,JLPT_2,noun
犯罪,はんざい,crime,JLPT_3,noun
ハンサム,ハンサム,handsome,JLPT_2,noun
反省,はんせい,reflection; reconsideration; regret,JLPT_2,noun
判断,はんだん,judgment; decision,JLPT_2,noun
犯人,はんにん,offender; criminal,JLPT_3,noun
販売,はんばい,sale; selling; marketing,JLPT_2,noun
灯,ひ,light,JLPT_2,noun
ビール,ビール,beer,JLPT_3,noun
被害,ひがい,damage,JLPT_3,noun
比較,ひかく,comparison,JLPT_2,noun
ピクニック,ピクニック,picnic,JLPT_2,noun
悲劇,ひげき,tragedy,JLPT_2,noun
飛行,ひこう,aviation; flight,JLPT_2,noun
膝,ひざ,knee; lap,JLPT_2,noun
非常,ひじょう,emergency; extraordinary; unusual,JLPT_2,adjective
美人,びじん,beautiful person (woman),JLPT_2,noun
額,ひたい,forehead; brow,JLPT_2,noun
日付,ひづけ,date; dating,JLPT_2,noun
引越し,ひっこし,moving; changing residence,JLPT_2,noun
必死,ひっし,desperation; frantic; inevitable result,JLPT_2,adjective
ぴったり,ぴったり,exactly; neatly; sharp,JLPT_2,adverb
引っ張る,ひっぱる,to pull; to stretch; to drag,JLPT_2,verb
否定,ひてい,negation; denial,JLPT_2,noun
ビデオ,ビデオ,video tape; VCR,JLPT_3,noun
一言,ひとこと,one word,JLPT_3,noun
人込み,ひとごみ,crowd of people,JLPT_2,noun
等しい,ひとしい,equal,JLPT_2,adjective
独り,ひとり,alone; unmarried,JLPT_2,noun
一人一人,ひとりひとり,one by one; each,JLPT_2,noun
批判,ひはん,criticism,JLPT_2,noun
批評,ひひょう,criticism; review; commentary,JLPT_2,noun
秘密,ひみつ,secret; secrecy,JLPT_3,noun
微妙,びみょう,delicate; subtle,JLPT_2,adjective
紐,ひも,string; cord,JLPT_2,noun
冷やす,ひやす,to cool; to refrigerate,JLPT_2,verb
費用,ひよう,cost; expense,JLPT_2,noun
表,ひょう,table (e.g.; Tab 1); chart; list,JLPT_2,noun
秒,びょう,second (60th min),JLPT_2,noun
評価,ひょうか,assessment; evaluation,JLPT_2,noun
表現,ひょうげん,expression; presentation,JLPT_2,noun
表情,ひょうじょう,facial expression,JLPT_2,noun
平等,びょうどう,equality; impartiality; evenness,JLPT_2,adjective
評判,ひょうばん,fame; reputation,JLPT_2,noun
表面,ひょうめん,surface; outside; face,JLPT_2,noun
広がる,ひろがる,to spread (out); to extend; to stretch; to reach to; to get around,JLPT_2,verb
広げる,ひろげる,to spread; to extend; to expand; to enlarge,JLPT_2,verb
広める,ひろめる,to broaden; to propagate,JLPT_2,verb
品,ひん,goods; taste; elegance,JLPT_2,noun
瓶,びん,bottle,JLPT_2,noun
便,びん,way; means; flight,JLPT_3,noun
ピン,ピン,pin,JLPT_2,adverb
不,ふ,un(~); non(~); negative prefix,JLPT_2,other
不,ぶ,un(~); non(~); negative prefix,JLPT_2,other
無,ぶ,nothing; naught; nil; zero,JLPT_2,noun
分,ぶ,dividing; part,JLPT_2,noun
不安,ふあん,anxiety; uneasiness,JLPT_2,adjective
風景,ふうけい,scenery,JLPT_2,noun
夫婦,ふうふ,married couple; husband and wife,JLPT_3,noun
笛,ふえ,flute; whistle,JLPT_2,noun
不可,ふか,wrong; bad; impossible,JLPT_2,noun
深まる,ふかまる,to deepen,JLPT_2,verb
武器,ぶき,weapon; arms,JLPT_2,noun
拭く,ふく,to wipe; to dry,JLPT_2,verb
服装,ふくそう,clothes; attire,JLPT_2,noun
含む,ふくむ,to contain; to include,JLPT_2,verb
含める,ふくめる,to include,JLPT_2,verb
袋,ふくろ,bag; sack,JLPT_2,noun
不幸,ふこう,unhappiness; sorrow; misfortune,JLPT_2,adjective
節,ふし,tune; tone; knob,JLPT_2,noun
無事,ぶじ,safety; peace,JLPT_2,adjective
不思議,ふしぎ,mystery; curiosity,JLPT_2,adjective
不自由,ふじゆう,discomfort; disability; inconvenience,JLPT_2,adjective
夫人,ふじん,wife; Mrs; madam,JLPT_2,noun
婦人,ふじん,woman (same as 女性 (じょせい)、女の人 (おんなのひと)),JLPT_3,noun
不正,ふせい,injustice; unfairness,JLPT_2,adjective
防ぐ,ふせぐ,to defend (against); to protect; to prevent,JLPT_2,verb
不足,ふそく,insufficiency; shortage,JLPT_2,noun
舞台,ぶたい,stage (theater),JLPT_2,noun
双子,ふたご,twins; a twin,JLPT_2,noun
再び,ふたたび,again; once more; a second time,JLPT_3,adverb
普段,ふだん,in everyday situations; usually; ordinarily,JLPT_3,noun
縁,ふち,edge; rim,JLPT_2,noun
打つ,ぶつ,to hit; to strike,JLPT_2,verb
不通,ふつう,blockade; interruption; stoppage,JLPT_2,noun
物価,ぶっか,(commodity/consumer) prices,JLPT_3,noun
ぶつかる,ぶつかる,to strike; to collide with,JLPT_2,verb
ぶつける,ぶつける,to knock; to strike hard; to hit and attack,JLPT_2,verb
物質,ぶっしつ,material; substance,JLPT_2,noun
物理,ぶつり,physics,JLPT_2,noun
筆,ふで,writing brush,JLPT_2,noun
ふと,ふと,suddenly; accidentally; incidentally,JLPT_2,adverb
部分,ぶぶん,portion; section; part,JLPT_3,noun
不平,ふへい,complaint; discontent; dissatisfaction,JLPT_2,noun
不満,ふまん,dissatisfaction; discontent; complaints,JLPT_2,noun
増やす,ふやす,to increase (v.t.); to add to,JLPT_3,verb
殖やす,ふやす,to increase; to add to,JLPT_2,verb
プラス,プラス,plus,JLPT_2,noun
