expression,reading,romaji,meaning,tags,part_of_speech,most_200_verb,transitivity
間に合う,まにあう,maniau,to be in time for,JLPT_4,verb,o,intransitive
役に立つ,やくにたつ,yakunitatsu,to be helpful; to be useful,JLPT_4,verb,x,intransitive
もうすぐ,もうすぐ,mousugu,very soon; in a few moments; days,JLPT_4,adverb,x,
真中,まんなか,mannaka,middle; center,JLPT_4,noun,x,
戻る,もどる,modoru,to return (v.i.); to come back,JLPT_4,verb,o,intransitive
研究,けんきゅう,kenkyuu,study; research; investigation,JLPT_4,noun,x,
ケーキ,ケーキ,cake,cake,JLPT_4,noun,x,
草,くさ,kusa,grass,JLPT_4,noun,x,
込む,こむ,komu,to be crowded,JLPT_4,verb,x,intransitive
この頃,このごろ,konogoro,these days; nowadays,JLPT_4,noun,x,
訪ねる,たずねる,tazuneru,to visit,JLPT_4,verb,x,transitive
下げる,さげる,sageru,to lower (v.t.); to hang,JLPT_4,verb,x,transitive
花見,はなみ,hanami,cherry-blossom viewing,JLPT_4,noun,x,
途中,とちゅう,tochuu,on the way; midway,JLPT_4,noun,x,
入院,にゅういんする,nyuuinsuru,hospitalization,JLPT_4,noun,x,
乗り換える,のりかえる,norikaeru,to transfer (trains); to change (bus; train; etc.),JLPT_4,verb,x,transitive
別れる,わかれる,wakareru,to part from; to separate,JLPT_4,verb,x,intransitive
～町,～ちょう,~chou,the town of ~,JLPT_4,noun,x,
安全,あんぜん,anzen,safety; security,JLPT_4,adjective,x,
看護婦,かんごふ,kangofu,(female) nurse,JLPT_4,noun,x,
見物,けんぶつ,kenbutsu,sightseeing,JLPT_4,noun,x,
相談,そうだんする,soudansuru,consultation,JLPT_4,noun,o,transitive
ガソリンスタンド,ガソリンスタンド,gasolinestand,gas station; service station,JLPT_4,noun,x,
テニス,テニス,tennis,tennis,JLPT_4,noun,x,
眠る,ねむる,nemuru,to sleep,JLPT_4,verb,x,intransitive
上がる,あがる,agaru,to rise; to go up,JLPT_4,verb,o,both
翻訳,ほんやく,hon'yaku,translation,JLPT_4,noun,x,
食事,しょくじする,shokujisuru,meal,JLPT_4,noun,x,
おかげ,お陰,okage,thanks or owing to,JLPT_4,noun,x,
娘,むすめ,musume,daughter (humble),JLPT_4,noun,x,
湯,ゆ,yu,hot water,JLPT_4,noun,x,
競争,きょうそう,kyousou,competition; contest,JLPT_4,noun,x,
会議,かいぎ,kaigi,business meeting; conference,JLPT_4,noun,o,both
湖,みずうみ,mizuumi,lake,JLPT_4,noun,x,
集まる,あつまる,atsumaru,to gather (v.i.); to collect,JLPT_4,verb,o,intransitive
～にくい,～にくい,~nikui,difficult to do ~,JLPT_4,adjective,x,
生活,せいかつする,seikatsusuru,living; life; to live,JLPT_4,noun,x,
糸,いと,ito,thread,JLPT_4,noun,x,
関係,かんけい,kankei,relation(ship); connection,JLPT_4,noun,x,
ピアノ,ピアノ,piano,piano,JLPT_4,noun,x,
～目,～め,~me,number ~ sequence; ~nd; ~th,JLPT_4,noun,x,
番組,ばんぐみ,bangumi,broadcast program,JLPT_4,noun,x,
急,きゅう,kyuu,urgent; sudden; steep,JLPT_4,adjective,x,
棚,たな,tana,shelves; rack,JLPT_4,noun,x,
木綿,もめん,momen,cotton,JLPT_4,noun,x,
輸出,ゆしゅつする,yushutsusuru,export,JLPT_4,noun,x,
タイプ,タイプ,type,type; style,JLPT_4,noun,x,
すり,すり,suri,pickpocket,JLPT_4,noun,x,
うれしい,嬉しい,ureshii,to be happy; to be glad,JLPT_4,adjective,x,
アルコール,アルコール,alcohol,alcohol,JLPT_4,noun,x,
ソフト,ソフト,soft,soft; soft hat; software,JLPT_4,noun,x,
神社,じんじゃ,jinja,Shinto shrine,JLPT_4,noun,x,
大分,だいぶ,daibu,fairly well; to a large extent; considerably; pretty much,JLPT_4,noun,x,
楽しみ,たのしみ,tanoshimi,pleasure; joy,JLPT_4,noun,x,
趣味,しゅみ,shumi,hobby; pastime,JLPT_4,noun,x,
電報,でんぽう,denpou,telegram,JLPT_4,noun,x,
家内,かない,kanai,(one's own) wife,JLPT_4,noun,x,
指,ゆび,yubi,finger,JLPT_4,noun,x,
これから,これから,korekara,from now on; after this,JLPT_4,adverb,x,
たまに,たまに,tamani,occasionally,JLPT_4,adverb,x,
社会,しゃかい,shakai,society,JLPT_4,noun,x,
ああ,ああ,aa,Ah!; Oh!,JLPT_4,other,x,
会う,あう,au,to meet; to see,JLPT_2,verb,o,intransitive
青,あお,ao,blue,JLPT_5,noun,x,
青い,あおい,aoi,blue,JLPT_5,adjective,x,
赤,あか,aka,red,JLPT_5,noun,x,
赤い,あかい,akai,red,JLPT_5,adjective,x,
明るい,あかるい,akarui,bright (in reference to personality or weather); cheerful,JLPT_5,adjective,x,
秋,あき,aki,fall (season),JLPT_3,noun,x,
開く,あく,aku,to open; to become open,JLPT_4,verb,o,both
開ける,あける,akeru,to open (v.t.),JLPT_3,verb,o,both
上げる,あげる,ageru,to raise; to lift,JLPT_4,verb,x,both
朝,あさ,asa,morning,JLPT_5,noun,x,
朝御飯,あさごはん,asagohan,breakfast,JLPT_5,noun,x,
明後日,あさって,asatte,day after tomorrow,JLPT_5,noun,x,
足; 脚,あし,ashi,foot; leg,JLPT_5,noun,x,
明日,あした,ashita,tomorrow,JLPT_3,noun,x,
あそこ,あそこ,asoko,there; over there; that place,JLPT_5,noun,x,
遊ぶ,あそぶ,asobu,to play; to spend time pleasantly; to hang out,JLPT_5,verb,o,intransitive
暖かい,あたたかい,atatakai,warm,JLPT_5,adjective,x,
頭,あたま,atama,head,JLPT_5,noun,x,
新しい,あたらしい,atarashii,new,JLPT_5,adjective,x,
あちら,あちら,achira,this way (polite),JLPT_5,noun,x,
暑い,あつい,atsui,hot (in reference to weather); warm,JLPT_5,adjective,x,
熱い,あつい,atsui,hot (objects),JLPT_5,adjective,x,
厚い,あつい,atsui,kind; warm(hearted); thick; deep,JLPT_5,adjective,x,
あっち,あっち,atchi,over there,JLPT_5,noun,x,
後,あと,ato,afterwards (later); in the future; the rest; since then,JLPT_2,noun,x,
あなた,あなた,anata,you,JLPT_5,noun,x,
兄,あに,ani,(my) older brother (humble),JLPT_5,noun,x,
姉,あね,ane,(my) older sister (humble),JLPT_5,noun,x,
アパート,アパート,apartment,apartment (abbr.),JLPT_5,noun,x,
あの,あの,ano,that over there; like that; that way; um...,JLPT_4,other,x,
浴びる,あびる,abiru,to bathe; to shower,JLPT_3,verb,o,transitive
危ない,あぶない,abunai,dangerous; critical,JLPT_5,adjective,x,
甘い,あまい,amai,generous; sweet,JLPT_5,adjective,x,
余り,あまり,amari,not very; surplus,JLPT_3,noun,x,
雨,あめ,ame,rain,JLPT_5,noun,x,
飴,あめ,ame,(hard) candy,JLPT_5,noun,x,
洗う,あらう,arau,to wash,JLPT_5,verb,o,transitive
在る,ある,aru,to be; to have,JLPT_3,verb,x,intransitive
有る,ある,aru,to be; to have,JLPT_3,verb,x,intransitive
歩く,あるく,aruku,to walk,JLPT_5,verb,o,intransitive
あれ,あれ,are,that one (over there),JLPT_5,other,x,
いい; よい,いい; よい,ii;yoi,good,JLPT_5,adjective,x,
いいえ,いいえ,iie,no; not at all,JLPT_5,other,x,
言う,いう,iu,to say,JLPT_5,verb,o,both
家,いえ,ie,house; home,JLPT_2,noun,x,
いかが,いかが,ikaga,how; in what way,JLPT_5,adjective,x,
行く,いく; ゆく,iku;yuku,to go,JLPT_5,verb,o,intransitive
いくつ,いくつ,ikutsu,how many; how old,JLPT_3,noun,x,
いくら,いくら,ikura,how much; how many,JLPT_3,noun,x,
池,いけ,ike,pond,JLPT_5,noun,x,
医者,いしゃ,isha,doctor; physician,JLPT_5,noun,x,
椅子,いす,isu,chair,JLPT_3,noun,x,
忙しい,いそがしい,isogashii,busy (people; days),JLPT_5,adjective,x,
痛い,いたい,itai,hurt; painful; sore,JLPT_5,adjective,x,
一,いち,ichi,one,JLPT_3,noun,x,
一日,いちにち,ichinichi,one day (duration),JLPT_5,noun,x,
一番,いちばん,ichiban,best (most); first; number one,JLPT_3,noun,x,
いつ,いつ,itsu,when,JLPT_2,noun,x,
五日,いつか,itsuka,five days; fifth day of the month,JLPT_3,noun,x,
一緒,いっしょ,issho,together,JLPT_5,noun,x,
五つ,いつつ,itsutsu,five things,JLPT_5,noun,x,
いつも,いつも,itsumo,always; usually; every time; never (with neg. verb),JLPT_3,adverb,x,
犬,いぬ,inu,dog,JLPT_5,noun,x,
今,いま,ima,now,JLPT_3,noun,x,
意味,いみ,imi,meaning; significance,JLPT_5,noun,x,
妹,いもうと,imouto,younger sister (humble),JLPT_5,noun,x,
嫌,いや,iya,disagreeable; detestable; unpleasant,JLPT_3,adjective,x,
入口,いりぐち,iriguchi,entrance,JLPT_5,noun,x,
居る,いる,iru,(humble) to be (animate); to exist,JLPT_5,verb,x,intransitive
要る,いる,iru,to need,JLPT_5,verb,o,intransitive
入れる,いれる,ireru,to put in,JLPT_5,verb,o,transitive
色,いろ,iro,color,JLPT_5,noun,x,
色々,いろいろ,iroiro,various,JLPT_5,adverb,x,
上,うえ,ue,above (up; top; etc.); over; on top of,JLPT_2,noun,x,
後ろ,うしろ,ushiro,back; behind; rear,JLPT_3,noun,x,
薄い,うすい,usui,thin; weak,JLPT_3,adjective,x,
歌,うた,uta,a song,JLPT_5,noun,x,
歌う,うたう,utau,to sing,JLPT_5,verb,o,both
うち,うち,uchi,home; house; my place,JLPT_3,noun,x,
生まれる,うまれる,umareru,to be born,JLPT_5,verb,o,intransitive
海,うみ,umi,sea; beach,JLPT_5,noun,x,
売る,うる,uru,to sell (v.t.),JLPT_5,verb,o,transitive
うるさい,うるさい,urusai,noisy; annoying,JLPT_3,adjective,x,
上着,うわぎ,uwagi,coat; jacket,JLPT_5,noun,x,
絵,え,e,a painting; a picture; a drawing,JLPT_3,noun,x,
映画,えいが,eiga,movie; film,JLPT_5,noun,x,
映画館,えいがかん,eigakan,movie theater; cinema,JLPT_5,noun,x,
英語,えいご,eigo,English (language),JLPT_5,noun,x,
ええ,ええ,ee,yes,JLPT_5,other,x,
駅,えき,eki,station,JLPT_5,noun,x,
エレベーター,エレベーター,elevator,elevator,JLPT_2,noun,x,
～円,～えん,~en,Yen,JLPT_5,noun,x,
鉛筆,えんぴつ,enpitsu,pencil,JLPT_5,noun,x,
お～,お～,o~,honorable ~ (honorific),JLPT_5,noun,x,
美味しい,おいしい,oishii,delicious; tasty,JLPT_5,adjective,x,
多い,おおい,ooi,many; there are a lot,JLPT_5,adjective,x,
大きい,おおきい,ookii,big; large,JLPT_5,adjective,x,
大きな,おおきな,ookina,big,JLPT_5,adjective,x,
大勢,おおぜい,oozei,great number of people,JLPT_5,noun,x,
お母さん,おかあさん,okaasan,mother (formal),JLPT_5,noun,x,
お菓子,おかし,okashi,confections; sweets; snack,JLPT_5,noun,x,
お金,おかね,okane,money,JLPT_5,noun,x,
起きる,おきる,okiru,to get up (e.g.; from sleeping); to happen,JLPT_5,verb,o,intransitive
置く,おく,oku,to put; to lay; to place,JLPT_5,verb,o,transitive
奥さん,おくさん,okusan,(someone else's) wife (hon.),JLPT_5,noun,x,
お酒,おさけ,osake,sake; alcohol,JLPT_5,noun,x,
お皿,おさら,osara,plate; dish,JLPT_5,noun,x,
伯父; 叔父さん,おじさん,ojisan,uncle; middle-aged man,JLPT_5,noun,x,
おじいさん,おじいさん,ojiisan,grandfather; male senior citizen,JLPT_3,noun,x,
教える,おしえる,oshieru,to teach; to inform; to instruct,JLPT_5,verb,o,transitive
押す,おす,osu,to push; to press; to stamp (e.g.; a passport),JLPT_5,verb,o,both
遅い,おそい,osoi,slow; (to be) late,JLPT_5,adjective,x,
お茶,おちゃ,ocha,(green) tea,JLPT_5,noun,x,
お手洗い,おてあらい,otearai,toilet; restroom; bathroom (lit.; a place to wash one's hands),JLPT_5,noun,x,
お父さん,おとうさん,otousan,father (formal),JLPT_5,noun,x,
弟,おとうと,otouto,younger brother,JLPT_5,noun,x,
男,おとこ,otoko,man; male,JLPT_5,noun,x,
男の子,おとこのこ,otokonoko,boy,JLPT_5,noun,x,
一昨日,おととい,ototoi,the day before yesterday,JLPT_5,noun,x,
おととし,おととし,ototoshi,year before last,JLPT_5,noun,x,
大人,おとな,otona,adult,JLPT_5,noun,x,
お腹,おなか,onaka,stomach,JLPT_3,noun,x,
同じ,おなじ,onaji,same; identical,JLPT_5,adjective,x,
お兄さん,おにいさん,oniisan,(someone else's) older brother (formal),JLPT_5,noun,x,
お姉さん,おねえさん,oneesan,older sister (formal),JLPT_5,noun,x,
伯母さん; 叔母さん,おばさん,obasan,aunt,JLPT_5,noun,x,
お祖母さん,おばあさん,obaasan,grandmother; female senior-citizen,JLPT_5,noun,x,
お風呂,おふろ,ofuro,a bath,JLPT_5,noun,x,
お弁当,おべんとう,obentou,a boxed lunch,JLPT_5,noun,x,
覚える,おぼえる,oboeru,to learn; to commit to memory; to remember; to memorize,JLPT_5,verb,o,transitive
おまわりさん,おまわりさん,omawarisan,policeman (friendly term),JLPT_5,noun,x,
重い,おもい,omoi,heavy; serious,JLPT_3,adjective,x,
面白い,おもしろい,omoshiroi,interesting; amusing,JLPT_5,adjective,x,
泳ぐ,およぐ,oyogu,to swim,JLPT_5,verb,o,intransitive
降りる,おりる,oriru,to get off,JLPT_4,verb,o,intransitive
終る,おわる,owaru,to finish; to close,JLPT_5,verb,x,both
音楽,おんがく,ongaku,Music,JLPT_5,noun,x,
女,おんな,onna,woman; female,JLPT_5,noun,x,
女の子,おんなのこ,onnanoko,girl,JLPT_5,noun,x,
～回,～かい,~kai,counter for occurrences (~ times),JLPT_1,noun,x,
～階,～かい,~kai,counter for stories (floors) of a building,JLPT_4,noun,x,
外国,がいこく,gaikoku,foreign country; abroad,JLPT_5,noun,x,
外国人,がいこくじん,gaikokujin,foreigner,JLPT_5,noun,x,
会社,かいしゃ,kaisha,company; corporation,JLPT_5,noun,x,
階段,かいだん,kaidan,stairs,JLPT_5,noun,x,
買い物,かいもの,kaimono,shopping,JLPT_5,noun,x,
買う,かう,kau,to buy,JLPT_5,verb,o,transitive
返す,かえす,kaesu,to return something,JLPT_5,verb,o,transitive
帰る,かえる,kaeru,to go back (me); to go home (me); to return (me),JLPT_5,verb,o,intransitive
顔,かお,kao,face (body part),JLPT_3,noun,x,
かかる,かかる,kakaru,it takes (amount of time; money) (v.i.),JLPT_3,verb,x,intransitive
鍵,かぎ,kagi,a lock; a key,JLPT_3,noun,x,
書く,かく,kaku,to write,JLPT_5,verb,o,transitive
学生,がくせい,gakusei,student,JLPT_5,noun,x,
～か月,～かげつ,~kagetsu,(number of) months,JLPT_5,noun,x,
掛ける,かける,kakeru,to put on (e.g.; glasses); to hang (e.g.; on a wall),JLPT_4,verb,x,transitive
かける,かける,kakeru,to dial/call (e.g.; phone); to sit down,JLPT_3,verb,x,both
傘,かさ,kasa,umbrella; parasol,JLPT_5,noun,x,
貸す,かす,kasu,to lend,JLPT_5,verb,o,transitive
風,かぜ,kaze,wind; breeze,JLPT_5,noun,x,
風邪,かぜ,kaze,cold; flu,JLPT_5,noun,x,
方,かた,kata,-- honorific form for 人 (ひと) --; way of doing,JLPT_3,noun,x,
家族,かぞく,kazoku,family; members of a family,JLPT_5,noun,x,
片仮名,かたかな,katakana,katakana,JLPT_5,noun,x,
～月,～がつ,~gatsu,month of year,JLPT_5,noun,x,
学校,がっこう,gakkou,a school,JLPT_5,noun,x,
カップ,カップ,cup,cup,JLPT_1,noun,x,
家庭,かてい,katei,home; family,JLPT_3,noun,x,
角,かど,kado,corner (e.g.; desk; pavement),JLPT_5,noun,x,
かばん,かばん,kaban,bag; basket,JLPT_5,noun,x,
花瓶,かびん,kabin,(flower) vase,JLPT_5,noun,x,
かぶる,かぶる,kaburu,to wear; to put on (e.g.; a hat on the head),JLPT_3,verb,o,both
紙,かみ,kami,paper,JLPT_3,noun,x,
カメラ,カメラ,camera,camera,JLPT_5,noun,x,
火曜日,かようび,kayoubi,Tuesday,JLPT_5,noun,x,
辛い,からい,karai,hot and spicy; salty,JLPT_5,adjective,x,
体,からだ,karada,body; health,JLPT_5,noun,x,
借りる,かりる,kariru,to borrow; to owe,JLPT_5,verb,o,transitive
～がる,～がる,~garu,feel,JLPT_5,verb,x,unspecified
軽い,かるい,karui,light; non-serious; minor,JLPT_5,adjective,x,
カレー,カレー,curry,curry (abbr. for curry and rice),JLPT_1,noun,x,
カレンダー,カレンダー,calendar,calendar,JLPT_5,noun,x,
川; 河,かわ,kawa,river,JLPT_3,noun,x,
～側,～がわ,~gawa,~ side,JLPT_5,noun,x,
可愛い,かわいい,kawaii,cute; adorable,JLPT_5,adjective,x,
漢字,かんじ,kanji,kanji; Chinese character,JLPT_3,noun,x,
木,き,ki,tree; wood; timber,JLPT_5,noun,x,
黄色,きいろ,kiiro,yellow,JLPT_5,noun,x,
黄色い,きいろい,kiiroi,yellow,JLPT_5,adjective,x,
消える,きえる,kieru,to vanish; to disappear,JLPT_5,verb,x,intransitive
聞く,きく,kiku,to hear; to listen; to ask,JLPT_5,verb,o,transitive
北,きた,kita,north,JLPT_5,noun,x,
ギター,ギター,guitar,guitar,JLPT_5,noun,x,
汚い,きたない,kitanai,dirty; unclean; filthy,JLPT_5,adjective,x,
喫茶店,きっさてん,kissaten,café,JLPT_5,noun,x,
切手,きって,kitte,postal (postage) stamps,JLPT_5,noun,x,
切符,きっぷ,kippu,a ticket,JLPT_5,noun,x,
昨日,きのう,kinou,yesterday,JLPT_3,noun,x,
九,きゅう,kyuu,nine,JLPT_3,noun,x,
牛肉,ぎゅうにく,gyuuniku,beef,JLPT_5,noun,x,
牛乳,ぎゅうにゅう,gyuunyuu,milk,JLPT_5,noun,x,
今日,きょう,kyou,today; this day,JLPT_5,noun,x,
教室,きょうしつ,kyoushitsu,classroom,JLPT_5,noun,x,
兄弟,きょうだい,kyoudai,siblings (humble); brothers and sisters,JLPT_5,noun,x,
去年,きょねん,kyonen,last year,JLPT_5,noun,x,
嫌い,きらい,kirai,dislike,JLPT_5,adjective,x,
切る,きる,kiru,to cut; to hang up (a phone),JLPT_5,verb,o,transitive
着る,きる,kiru,to put on (clothes above your waist); to wear,JLPT_5,verb,o,transitive
綺麗,きれい,kirei,pretty; clean; tidy,JLPT_5,adjective,x,
キロ; キログラム,キロ; キログラム,kilo;kilogramme,(abbr.) kilo (kilogram),JLPT_3,noun,x,
キロ; キロメートル,キロ; キロメートル,kilo;kilometre,(abbr.) kilo (kilometer),JLPT_3,noun,x,
銀行,ぎんこう,ginkou,bank,JLPT_5,noun,x,
金曜日,きんようび,kinyoubi,Friday,JLPT_3,noun,x,
九,く,ku,nine,JLPT_3,noun,x,
薬,くすり,kusuri,medicine,JLPT_5,noun,x,
下さい,ください,kudasai,(with te-form verb) please do for me,JLPT_5,noun,x,
果物,くだもの,kudamono,fruit,JLPT_5,noun,x,
口,くち,kuchi,job opening; mouth,JLPT_5,noun,x,
靴,くつ,kutsu,shoes; footwear,JLPT_5,noun,x,
靴下,くつした,kutsushita,socks,JLPT_5,noun,x,
国,くに,kuni,country; place of origin,JLPT_5,noun,x,
曇り,くもり,kumori,cloudiness; cloudy weather,JLPT_3,verb,x,unspecified
曇る,くもる,kumoru,to become cloudy; to become dim,JLPT_5,verb,x,intransitive
暗い,くらい,kurai,dark; gloomy,JLPT_3,adjective,x,
～くらい; ぐらい,～くらい; ぐらい,~kurai;gurai,approximate (quantity),JLPT_5,noun,x,
クラス,クラス,class,a class,JLPT_5,noun,x,
グラム,グラム,gram,gram,JLPT_5,noun,x,
来る,くる,kuru,to come,JLPT_5,verb,o,intransitive
車,くるま,kuruma,car; vehicle,JLPT_5,noun,x,
黒,くろ,kuro,black,JLPT_5,noun,x,
黒い,くろい,kuroi,black; dark,JLPT_5,adjective,x,
警官,けいかん,keikan,police officer,JLPT_5,noun,x,
今朝,けさ,kesa,this morning,JLPT_5,noun,x,
消す,けす,kesu,to erase; to delete; to turn off power,JLPT_5,verb,x,transitive
結構,けっこう,kekkou,splendid; enough; tolerably,JLPT_3,adverb,x,
結婚,けっこん (する),kekkon(suru),marriage (get married),JLPT_5,noun,x,
月曜日,げつようび,getsuyoubi,Monday,JLPT_3,noun,x,
玄関,げんかん,genkan,entrance (to a house or a building),JLPT_4,noun,x,
元気,げんき,genki,health(y); energetic,JLPT_5,adjective,x,
～個,～こ,~ko,counter for small items (e.g.; fruits; cups),JLPT_2,noun,x,
五,ご,go,five,JLPT_3,noun,x,
～語,～ご,~go,word; language,JLPT_5,noun,x,
公園,こうえん,kouen,a park,JLPT_3,noun,x,
交差点,こうさてん,kousaten,intersection,JLPT_5,noun,x,
紅茶,こうちゃ,koucha,black tea,JLPT_5,noun,x,
交番,こうばん,kouban,police box,JLPT_5,noun,x,
